CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13561.0,11,5,796.23,5,5,4,554,Champions
13562.0,112,3,1600.0,1,4,5,145,Cannot Lose Them
13564.0,11,14,5499.65,5,5,5,555,Champions
13566.0,78,1,291.12,2,1,2,212,Lost
13571.0,18,5,935.23,4,5,4,454,Champions
13573.0,75,1,81.85,2,1,1,211,Lost
13576.0,13,6,2736.8,5,5,5,555,Champions
13577.0,36,4,624.48,3,5,3,353,Loyal Customers
13579.0,97,1,383.55,2,1,3,213,Lost
13582.0,56,1,77.5,3,1,1,311,Lost
13583.0,117,1,664.001,1,1,3,113,Hibernating
13584.0,114,1,1.3,1,1,1,111,Hibernating
13585.0,16,2,366.17,4,3,2,432,Loyal Customers
13587.0,102,1,568.3,2,1,3,213,Lost
13589.0,18,2,428.55,4,3,3,433,Loyal Customers
13590.0,44,4,1388.78,3,5,5,355,Loyal Customers
13591.0,22,3,653.8100000000001,4,4,3,443,Champions
13593.0,49,4,1288.33,3,5,4,354,Loyal Customers
13595.0,18,2,745.03,4,3,4,434,Loyal Customers
13598.0,18,3,391.38,4,4,3,443,Champions
13599.0,77,4,2472.7200000000003,2,5,5,255,Cannot Lose Them
13600.0,72,1,298.9,2,1,2,212,Lost
13604.0,97,1,717.62,2,1,4,214,Lost
13605.0,9,1,169.89,5,1,1,511,Recent Customers
13609.0,31,1,167.35,4,1,1,411,Lost
13610.0,7,4,722.93,5,5,4,554,Champions
13611.0,48,3,781.87,3,4,4,344,Loyal Customers
13612.0,71,1,818.29,2,1,4,214,Lost
13613.0,64,2,627.5,2,3,3,233,At Risk
13615.0,3,3,1739.97,5,4,5,545,Champions
13616.0,7,2,288.1,5,3,2,532,Loyal Customers
13619.0,112,1,102.74,1,1,1,111,Hibernating
13622.0,135,1,658.95,1,1,3,113,Hibernating
13623.0,126,2,1050.04,1,3,4,134,At Risk
13625.0,35,1,301.26,3,1,2,312,Lost
13627.0,78,1,304.4,2,1,2,212,Lost
13628.0,114,1,310.14,1,1,2,112,Hibernating
13629.0,9,3,1980.0,5,4,5,545,Champions
13632.0,14,2,881.99,5,3,4,534,Loyal Customers
13634.0,12,5,1804.91,5,5,5,555,Champions
13635.0,163,2,797.15,1,3,4,134,At Risk
13640.0,49,1,405.0,3,1,3,313,Lost
13641.0,79,5,1016.47,2,5,4,254,Cannot Lose Them
13643.0,22,3,551.5500000000001,4,4,3,443,Champions
13647.0,4,2,832.2,5,3,4,534,Loyal Customers
13648.0,34,3,952.4,3,4,4,344,Loyal Customers
13650.0,8,2,1093.81,5,3,4,534,Loyal Customers
13652.0,90,1,393.96000000000004,2,1,3,213,Lost
13654.0,84,2,258.68,2,3,2,232,At Risk
13655.0,28,2,580.58,4,3,3,433,Loyal Customers
13656.0,34,1,325.15,3,1,2,312,Lost
13658.0,111,1,982.26,1,1,4,114,Hibernating
13659.0,6,6,2508.4900000000002,5,5,5,555,Champions
13661.0,41,1,325.24,3,1,2,312,Lost
13662.0,97,2,300.47,2,3,2,232,At Risk
13663.0,85,1,545.45,2,1,3,213,Lost
13666.0,174,1,19.5,1,1,1,111,Hibernating
13668.0,48,6,2160.93,3,5,5,355,Loyal Customers
13672.0,169,1,233.53000000000003,1,1,2,112,Hibernating
13676.0,57,1,128.3,3,1,1,311,Lost
13679.0,37,2,179.55,3,3,1,331,Loyal Customers
13680.0,84,6,5643.63,2,5,5,255,Cannot Lose Them
13684.0,1,2,396.92,5,3,3,533,Loyal Customers
13688.0,73,1,375.5,2,1,2,212,Lost
13693.0,32,6,1160.07,4,5,4,454,Champions
13694.0,13,68,95532.16,5,5,5,555,Champions
13695.0,16,1,266.6,4,1,2,412,Lost
13696.0,30,2,1386.2,4,3,5,435,Loyal Customers
13698.0,35,2,465.53000000000003,3,3,3,333,Loyal Customers
13700.0,106,2,81.55,1,3,1,131,At Risk
13705.0,62,1,250.45,3,1,2,312,Lost
13706.0,65,1,300.38,2,1,2,212,Lost
13709.0,57,2,487.89000000000004,3,3,3,333,Loyal Customers
13710.0,51,1,228.0,3,1,2,312,Lost
13711.0,17,6,1360.1200000000001,4,5,5,455,Champions
13712.0,49,1,537.58,3,1,3,313,Lost
13713.0,21,1,250.48000000000002,4,1,2,412,Lost
13715.0,28,2,1031.79,4,3,4,434,Loyal Customers
13719.0,9,1,401.63,5,1,3,513,Recent Customers
13722.0,84,1,664.54,2,1,3,213,Lost
13723.0,49,1,320.23,3,1,2,312,Lost
13724.0,75,1,213.01,2,1,1,211,Lost
13727.0,50,6,746.57,3,5,4,354,Loyal Customers
13728.0,35,4,707.14,3,5,4,354,Loyal Customers
13729.0,122,1,357.88,1,1,2,112,Hibernating
13733.0,173,1,149.10000000000002,1,1,1,111,Hibernating
13734.0,41,1,279.6,3,1,2,312,Lost
13735.0,13,5,3126.38,5,5,5,555,Champions
13736.0,172,1,720.79,1,1,4,114,Hibernating
13740.0,15,2,622.59,5,3,3,533,Loyal Customers
13748.0,176,1,173.1,1,1,1,111,Hibernating
13750.0,21,2,620.76,4,3,3,433,Loyal Customers
13753.0,36,3,1353.31,3,4,5,345,Loyal Customers
13756.0,14,4,876.39,5,5,4,554,Champions
13757.0,113,1,195.55,1,1,1,111,Hibernating
13758.0,28,5,3682.17,4,5,5,455,Champions
13760.0,32,1,298.32,4,1,2,412,Lost
13761.0,13,2,589.4,5,3,3,533,Loyal Customers
13762.0,31,4,2165.76,4,5,5,455,Champions
13764.0,7,3,1431.5,5,4,5,545,Champions
13765.0,91,1,352.821,2,1,2,212,Lost
13767.0,14,12,6173.58,5,5,5,555,Champions
13768.0,165,2,875.97,1,3,4,134,At Risk
13769.0,34,4,984.0500000000001,3,5,4,354,Loyal Customers
13770.0,84,2,264.33000000000004,2,3,2,232,At Risk
13771.0,91,1,869.5600000000001,2,1,4,214,Lost
13772.0,21,2,832.08,4,3,4,434,Loyal Customers
13773.0,98,1,91.4,2,1,1,211,Lost
13775.0,29,1,1049.66,4,1,4,414,Lost
13777.0,32,12,9666.26,4,5,5,455,Champions
13778.0,3,1,352.71,5,1,2,512,Recent Customers
13781.0,30,2,650.99,4,3,3,433,Loyal Customers
13782.0,11,4,582.34,5,5,3,553,Champions
13783.0,8,3,1335.24,5,4,4,544,Champions
13786.0,27,4,2253.2400000000002,4,5,5,455,Champions
13787.0,94,2,401.43,2,3,3,233,At Risk
13793.0,85,1,96.0,2,1,1,211,Lost
13795.0,76,1,222.5,2,1,2,212,Lost
13797.0,7,2,666.87,5,3,3,533,Loyal Customers
13798.0,10,25,16309.01,5,5,5,555,Champions
13799.0,12,3,911.07,5,4,4,544,Champions
13800.0,175,1,478.7,1,1,3,113,Hibernating
13802.0,17,7,5825.97,4,5,5,455,Champions
13803.0,57,1,433.53000000000003,3,1,3,313,Lost
13807.0,12,2,309.6,5,3,2,532,Loyal Customers
13813.0,41,3,926.74,3,4,4,344,Loyal Customers
13815.0,104,1,738.86,1,1,4,114,Hibernating
13819.0,107,3,1502.0,1,4,5,145,Cannot Lose Them
13820.0,85,2,394.42,2,3,3,233,At Risk
13821.0,132,3,692.2,1,4,3,143,Cannot Lose Them
13823.0,77,3,1230.74,2,4,4,244,Cannot Lose Them
13824.0,28,2,487.56,4,3,3,433,Loyal Customers
13825.0,60,2,255.59,3,3,2,332,Loyal Customers
13830.0,20,1,156.85000000000002,4,1,1,411,Lost
13831.0,8,9,2832.27,5,5,5,555,Champions
13834.0,15,2,324.19,5,3,2,532,Loyal Customers
13835.0,64,2,183.95,2,3,1,231,At Risk
13838.0,18,1,240.44,4,1,2,412,Lost
13842.0,23,4,520.44,4,5,3,453,Champions
13847.0,158,1,310.72,1,1,2,112,Hibernating
13848.0,67,2,800.0,2,3,4,234,At Risk
13849.0,63,1,509.65,2,1,3,213,Lost
13851.0,118,1,199.29999999999998,1,1,1,111,Hibernating
13852.0,49,1,187.35000000000002,3,1,1,311,Lost
13854.0,14,7,1785.47,5,5,5,555,Champions
13855.0,35,3,1203.1000000000001,3,4,4,344,Loyal Customers
13856.0,3,4,369.09000000000003,5,5,2,552,Champions
13857.0,9,1,214.75,5,1,1,511,Recent Customers
13863.0,32,1,304.52000000000004,4,1,2,412,Lost
13869.0,64,2,1755.04,2,3,5,235,At Risk
13870.0,20,2,1285.4,4,3,4,434,Loyal Customers
13871.0,60,2,853.0,3,3,4,334,Loyal Customers
13872.0,64,2,616.43,2,3,3,233,At Risk
13873.0,13,2,262.7,5,3,2,532,Loyal Customers
13874.0,37,3,633.03,3,4,3,343,Loyal Customers
13875.0,63,4,1255.77,2,5,4,254,Cannot Lose Them
13877.0,128,1,154.83,1,1,1,111,Hibernating
13878.0,14,2,1031.93,5,3,4,534,Loyal Customers
13879.0,84,1,395.5,2,1,3,213,Lost
13881.0,16,6,8439.960000000001,4,5,5,455,Champions
13883.0,1,6,1661.44,5,5,5,555,Champions
13888.0,14,2,287.92,5,3,2,532,Loyal Customers
13889.0,89,2,630.68,2,3,3,233,At Risk
13890.0,20,3,730.2900000000001,4,4,4,444,Champions
13891.0,20,1,398.4,4,1,3,413,Lost
13892.0,14,1,525.24,5,1,3,513,Recent Customers
13895.0,175,1,831.0,1,1,4,114,Hibernating
13896.0,64,1,388.55,2,1,3,213,Lost
13897.0,115,1,482.67,1,1,3,113,Hibernating
13900.0,62,1,260.5,3,1,2,312,Lost
13901.0,42,3,1416.16,3,4,5,345,Loyal Customers
13902.0,71,5,34095.26,2,5,5,255,Cannot Lose Them
13905.0,171,1,312.65,1,1,2,112,Hibernating
13907.0,130,1,136.8,1,1,1,111,Hibernating
13911.0,1,7,787.24,5,5,4,554,Champions
13916.0,114,1,364.5,1,1,2,112,Hibernating
13921.0,160,1,102.75,1,1,1,111,Hibernating
13929.0,55,3,716.22,3,4,4,344,Loyal Customers
13931.0,61,4,2131.42,3,5,5,355,Loyal Customers
13935.0,35,3,6116.92,3,4,5,345,Loyal Customers
13939.0,38,2,293.13,3,3,2,332,Loyal Customers
13941.0,57,5,2696.21,3,5,5,355,Loyal Customers
13943.0,16,1,246.54,4,1,2,412,Lost
13944.0,91,1,200.43,2,1,1,211,Lost
13946.0,73,2,760.95,2,3,4,234,At Risk
13948.0,87,2,262.31,2,3,2,232,At Risk
13952.0,7,7,6577.13,5,5,5,555,Champions
13953.0,7,3,2125.0,5,4,5,545,Champions
13957.0,10,2,258.9,5,3,2,532,Loyal Customers
13958.0,29,5,1942.7,4,5,5,455,Champions
13963.0,3,2,404.17,5,3,3,533,Loyal Customers
13965.0,107,2,786.01,1,3,4,134,At Risk
13969.0,19,3,674.4,4,4,3,443,Champions
13971.0,48,2,586.91,3,3,3,333,Loyal Customers
13974.0,20,1,264.13,4,1,2,412,Lost
13975.0,59,2,968.8,3,3,4,334,Loyal Customers
13976.0,28,2,532.82,4,3,3,433,Loyal Customers
13979.0,14,4,1302.1100000000001,5,5,4,554,Champions
13980.0,15,2,260.55,5,3,2,532,Loyal Customers
13982.0,8,3,1367.29,5,4,5,545,Champions
13983.0,2,5,2372.4,5,5,5,555,Champions
13984.0,109,3,369.77,1,4,2,142,Cannot Lose Them
13985.0,106,1,224.35,1,1,2,112,Hibernating
13988.0,64,1,310.2,2,1,2,212,Lost
13989.0,2,1,361.68,5,1,2,512,Recent Customers
13993.0,31,4,1178.68,4,5,4,454,Champions
13995.0,37,4,699.52,3,5,3,353,Loyal Customers
13998.0,15,1,264.05,5,1,2,512,Recent Customers
13999.0,8,8,2721.26,5,5,5,555,Champions
14000.0,35,2,882.7,3,3,4,334,Loyal Customers
14003.0,171,1,209.41,1,1,1,111,Hibernating
14006.0,34,2,716.9,3,3,4,334,Loyal Customers
14010.0,4,2,445.15,5,3,3,533,Loyal Customers
14011.0,45,1,292.34,3,1,2,312,Lost
14013.0,62,1,174.2,3,1,1,311,Lost
14014.0,15,1,276.65999999999997,5,1,2,512,Recent Customers
14016.0,42,4,3881.22,3,5,5,355,Loyal Customers
14017.0,9,1,229.75,5,1,2,512,Recent Customers
14018.0,83,1,367.15000000000003,2,1,2,212,Lost
14021.0,31,1,301.09000000000003,4,1,2,412,Lost
14025.0,1,3,1601.26,5,4,5,545,Champions
14026.0,63,1,386.53000000000003,2,1,3,213,Lost
14030.0,34,7,3213.08,3,5,5,355,Loyal Customers
14031.0,7,11,10295.18,5,5,5,555,Champions
14032.0,121,3,922.98,1,4,4,144,Cannot Lose Them
14035.0,8,2,446.57,5,3,3,533,Loyal Customers
14037.0,83,3,530.82,2,4,3,243,Cannot Lose Them
14038.0,112,1,704.5500000000001,1,1,4,114,Hibernating
14039.0,14,1,115.08000000000001,5,1,1,511,Recent Customers
14040.0,24,11,3754.9900000000002,4,5,5,455,Champions
14042.0,163,1,431.98,1,1,3,113,Hibernating
14043.0,167,1,164.31,1,1,1,111,Hibernating
14044.0,18,3,853.09,4,4,4,444,Champions
14045.0,26,3,3018.48,4,4,5,445,Champions
14047.0,14,2,970.4,5,3,4,534,Loyal Customers
14049.0,2,2,2061.15,5,3,5,535,Loyal Customers
14051.0,66,6,2980.02,2,5,5,255,Cannot Lose Them
14055.0,16,2,795.3199999999999,4,3,4,434,Loyal Customers
14057.0,44,2,782.42,3,3,4,334,Loyal Customers
14060.0,1,3,312.2,5,4,2,542,Champions
14061.0,162,2,553.4300000000001,1,3,3,133,At Risk
14062.0,15,5,6533.780000000001,5,5,5,555,Champions
14063.0,125,7,9471.5,1,5,5,155,Cannot Lose Them
14064.0,14,4,967.13,5,5,4,554,Champions
14068.0,41,3,1262.52,3,4,4,344,Loyal Customers
14070.0,123,1,326.55,1,1,2,112,Hibernating
14072.0,105,1,390.85,1,1,3,113,Hibernating
14074.0,61,1,219.39999999999998,3,1,2,312,Lost
14078.0,9,2,395.61,5,3,3,533,Loyal Customers
14079.0,120,1,243.63,1,1,2,112,Hibernating
14080.0,67,3,694.65,2,4,3,243,Cannot Lose Them
14081.0,36,7,3099.43,3,5,5,355,Loyal Customers
14083.0,160,1,64.17,1,1,1,111,Hibernating
14085.0,62,7,2640.27,3,5,5,355,Loyal Customers
14087.0,173,1,236.69,1,1,2,112,Hibernating
14091.0,92,2,9530.08,2,3,5,235,At Risk
14092.0,2,5,1283.31,5,5,4,554,Champions
14095.0,161,1,2.95,1,1,1,111,Hibernating
14097.0,84,1,132.0,2,1,1,211,Lost
14099.0,41,3,1023.59,3,4,4,344,Loyal Customers
14101.0,6,2,1166.44,5,3,4,534,Loyal Customers
14105.0,48,2,2090.35,3,3,5,335,Loyal Customers
14106.0,175,1,214.79999999999998,1,1,1,111,Hibernating
14107.0,17,2,962.62,4,3,4,434,Loyal Customers
14108.0,169,2,447.05,1,3,3,133,At Risk
14110.0,1,12,3988.3,5,5,5,555,Champions
14112.0,1,3,1684.82,5,4,5,545,Champions
14113.0,99,5,1421.19,2,5,5,255,Cannot Lose Them
14114.0,45,1,313.75,3,1,2,312,Lost
14115.0,105,1,117.80000000000001,1,1,1,111,Hibernating
14119.0,156,1,66.48,1,1,1,111,Hibernating
14122.0,167,2,131.58999999999997,1,3,1,131,At Risk
14123.0,171,1,436.18,1,1,3,113,Hibernating
14129.0,17,1,409.91999999999996,4,1,3,413,Lost
14130.0,166,1,358.32,1,1,2,112,Hibernating
14131.0,87,1,187.87,2,1,1,211,Lost
14133.0,172,1,305.5,1,1,2,112,Hibernating
14134.0,9,8,4943.5,5,5,5,555,Champions
14135.0,83,3,1942.28,2,4,5,245,Cannot Lose Them
14136.0,83,3,909.23,2,4,4,244,Cannot Lose Them
14137.0,134,1,332.7,1,1,2,112,Hibernating
14142.0,84,1,359.53000000000003,2,1,2,212,Lost
14145.0,49,1,1383.6,3,1,5,315,Lost
14146.0,72,4,1433.61,2,5,5,255,Cannot Lose Them
14147.0,9,3,1372.6,5,4,5,545,Champions
14151.0,111,2,679.45,1,3,3,133,At Risk
14152.0,97,1,301.31,2,1,2,212,Lost
14154.0,134,1,530.34,1,1,3,113,Hibernating
14156.0,6,47,104797.6,5,5,5,555,Champions
14157.0,84,1,152.85,2,1,1,211,Lost
14159.0,69,4,1162.58,2,5,4,254,Cannot Lose Them
14160.0,48,7,8421.47,3,5,5,355,Loyal Customers
14161.0,74,2,957.1,2,3,4,234,At Risk
14166.0,64,1,111.95,2,1,1,211,Lost
14167.0,62,2,324.3,3,3,2,332,Loyal Customers
14168.0,3,1,302.95,5,1,2,512,Recent Customers
14171.0,168,1,135.0,1,1,1,111,Hibernating
14172.0,43,3,402.72,3,4,3,343,Loyal Customers
14173.0,79,2,135.16,2,3,1,231,At Risk
14175.0,22,2,1772.27,4,3,5,435,Loyal Customers
14177.0,18,6,728.55,4,5,4,454,Champions
14181.0,1,1,216.1,5,1,2,512,Recent Customers
14182.0,34,1,157.3,3,1,1,311,Lost
14186.0,1,3,984.09,5,4,4,544,Champions
14190.0,104,1,79.9,1,1,1,111,Hibernating
14191.0,167,1,15.9,1,1,1,111,Hibernating
14194.0,29,6,3216.32,4,5,5,455,Champions
14195.0,20,3,1215.4,4,4,4,444,Champions
14198.0,99,2,282.89,2,3,2,232,At Risk
14200.0,56,1,379.2,3,1,2,312,Lost
14201.0,9,2,283.95,5,3,2,532,Loyal Customers
14202.0,63,1,241.20000000000002,2,1,2,212,Lost
14204.0,175,1,371.27000000000004,1,1,2,112,Hibernating
14205.0,21,2,564.1999999999999,4,3,3,433,Loyal Customers
14207.0,126,1,157.8,1,1,1,111,Hibernating
14209.0,34,3,858.15,3,4,4,344,Loyal Customers
14210.0,8,4,1850.6200000000001,5,5,5,555,Champions
14211.0,29,3,813.46,4,4,4,444,Champions
14215.0,126,2,1259.11,1,3,4,134,At Risk
14220.0,5,2,882.5999999999999,5,3,4,534,Loyal Customers
14221.0,17,2,1112.8500000000001,4,3,4,434,Loyal Customers
14225.0,8,2,1247.46,5,3,4,534,Loyal Customers
14227.0,108,1,438.03,1,1,3,113,Hibernating
14233.0,28,2,1037.2,4,3,4,434,Loyal Customers
14235.0,8,2,1067.66,5,3,4,534,Loyal Customers
14237.0,29,1,310.14,4,1,2,412,Lost
14238.0,101,2,287.38,2,3,2,232,At Risk
14239.0,17,7,1150.41,4,5,4,454,Champions
14241.0,134,1,120.0,1,1,1,111,Hibernating
14244.0,99,1,366.41999999999996,2,1,2,212,Lost
14249.0,4,7,3174.801,5,5,5,555,Champions
14253.0,61,1,205.35000000000002,3,1,1,311,Lost
14256.0,133,1,953.5,1,1,4,114,Hibernating
14257.0,86,1,1189.34,2,1,4,214,Lost
14258.0,6,8,10585.16,5,5,5,555,Champions
14264.0,11,2,666.84,5,3,3,533,Loyal Customers
14265.0,50,1,252.51999999999998,3,1,2,312,Lost
14272.0,1,2,482.85,5,3,3,533,Loyal Customers
14274.0,125,1,256.6,1,1,2,112,Hibernating
14275.0,28,2,259.2,4,3,2,432,Loyal Customers
14276.0,99,1,307.89,2,1,2,212,Lost
14277.0,17,3,739.39,4,4,4,444,Champions
14279.0,119,1,110.5,1,1,1,111,Hibernating
14282.0,27,2,1475.9,4,3,5,435,Loyal Customers
14283.0,8,1,233.05,5,1,2,512,Recent Customers
14284.0,92,1,704.4,2,1,4,214,Lost
14285.0,97,2,427.84999999999997,2,3,3,233,At Risk
14286.0,78,3,2613.02,2,4,5,245,Cannot Lose Them
14290.0,80,2,1385.1100000000001,2,3,5,235,At Risk
14291.0,7,4,2059.82,5,5,5,555,Champions
14292.0,27,2,1101.03,4,3,4,434,Loyal Customers
14293.0,125,3,1259.35,1,4,4,144,Cannot Lose Them
14295.0,169,2,598.85,1,3,3,133,At Risk
14296.0,12,1,168.25,5,1,1,511,Recent Customers
14298.0,16,15,17912.73,4,5,5,455,Champions
14299.0,5,10,5009.6900000000005,5,5,5,555,Champions
14301.0,11,2,928.62,5,3,4,534,Loyal Customers
14302.0,101,2,471.25,2,3,3,233,At Risk
14304.0,9,1,671.97,5,1,3,513,Recent Customers
14306.0,115,1,302.08,1,1,2,112,Hibernating
14307.0,65,3,1036.76,2,4,4,244,Cannot Lose Them
14311.0,6,1,206.19,5,1,1,511,Recent Customers
14315.0,2,2,716.69,5,3,4,534,Loyal Customers
14316.0,20,2,749.6999999999999,4,3,4,434,Loyal Customers
14320.0,100,2,562.21,2,3,3,233,At Risk
14322.0,76,2,153.60000000000002,2,3,1,231,At Risk
14324.0,131,1,361.81,1,1,2,112,Hibernating
14325.0,8,1,245.48000000000002,5,1,2,512,Recent Customers
14327.0,68,3,945.32,2,4,4,244,Cannot Lose Them
14329.0,17,4,2236.63,4,5,5,455,Champions
14330.0,62,1,200.63,3,1,1,311,Lost
14334.0,7,1,476.89,5,1,3,513,Recent Customers
14341.0,64,5,1241.61,2,5,4,254,Cannot Lose Them
14343.0,72,2,725.69,2,3,4,234,At Risk
14344.0,16,4,1076.1200000000001,4,5,4,454,Champions
14347.0,175,1,82.6,1,1,1,111,Hibernating
14355.0,65,1,301.14,2,1,2,212,Lost
14361.0,17,1,214.70999999999998,4,1,1,411,Lost
14365.0,120,1,324.5,1,1,2,112,Hibernating
14369.0,80,2,469.13,2,3,3,233,At Risk
14370.0,21,4,857.5,4,5,4,454,Champions
14372.0,37,1,590.35,3,1,3,313,Lost
14376.0,121,1,215.46,1,1,1,111,Hibernating
14378.0,60,1,131.25,3,1,1,311,Lost
14380.0,120,1,48.96,1,1,1,111,Hibernating
14388.0,35,3,1158.07,3,4,4,344,Loyal Customers
14389.0,28,1,228.4,4,1,2,412,Lost
14391.0,15,1,135.6,5,1,1,511,Recent Customers
14394.0,3,1,93.8,5,1,1,511,Recent Customers
14395.0,16,4,1837.52,4,5,5,455,Champions
14396.0,87,4,1180.94,2,5,4,254,Cannot Lose Them
14399.0,1,4,1134.03,5,5,4,554,Champions
14400.0,70,1,656.25,2,1,3,213,Lost
14401.0,30,5,1692.83,4,5,5,455,Champions
14402.0,91,1,285.6,2,1,2,212,Lost
14403.0,28,2,404.7,4,3,3,433,Loyal Customers
14404.0,17,6,1114.29,4,5,4,454,Champions
14408.0,68,2,730.44,2,3,4,234,At Risk
14409.0,5,1,600.05,5,1,3,513,Recent Customers
14413.0,120,2,465.5,1,3,3,133,At Risk
14415.0,38,3,1801.76,3,4,5,345,Loyal Customers
14420.0,130,1,400.8,1,1,3,113,Hibernating
14421.0,122,2,1021.5,1,3,4,134,At Risk
14422.0,2,6,2430.5,5,5,5,555,Champions
14423.0,133,1,244.79999999999998,1,1,2,112,Hibernating
14425.0,161,2,422.29,1,3,3,133,At Risk
14426.0,16,2,1478.75,4,3,5,435,Loyal Customers
14427.0,70,1,595.1,2,1,3,213,Lost
14430.0,45,1,635.5,3,1,3,313,Lost
14431.0,126,1,537.25,1,1,3,113,Hibernating
14437.0,22,1,365.48,4,1,2,412,Lost
14439.0,6,3,6001.74,5,4,5,545,Champions
14440.0,36,4,2093.75,3,5,5,355,Loyal Customers
14441.0,47,3,887.49,3,4,4,344,Loyal Customers
14442.0,7,2,1621.55,5,3,5,535,Loyal Customers
14450.0,49,1,196.07999999999998,3,1,1,311,Lost
14451.0,32,4,934.2,4,5,4,454,Champions
14454.0,109,2,323.9,1,3,2,132,At Risk
14459.0,89,1,3537.821,2,1,5,215,Lost
14460.0,25,3,389.04,4,4,3,443,Champions
14461.0,21,3,1319.6100000000001,4,4,4,444,Champions
14464.0,6,2,111.0,5,3,1,531,Loyal Customers
14465.0,30,5,1853.46,4,5,5,455,Champions
14466.0,88,4,892.3,2,5,4,254,Cannot Lose Them
14467.0,26,3,377.89,4,4,2,442,Champions
14468.0,172,1,204.24,1,1,1,111,Hibernating
14469.0,58,2,1141.47,3,3,4,334,Loyal Customers
14471.0,29,2,400.95,4,3,3,433,Loyal Customers
14472.0,128,1,291.38,1,1,2,112,Hibernating
14474.0,18,1,730.42,4,1,4,414,Lost
14477.0,142,1,165.0,1,1,1,111,Hibernating
14478.0,121,2,578.68,1,3,3,133,At Risk
14479.0,171,1,355.13,1,1,2,112,Hibernating
14480.0,156,1,303.85,1,1,2,112,Hibernating
14481.0,51,2,893.4,3,3,4,334,Loyal Customers
14483.0,175,1,120.0,1,1,1,111,Hibernating
14484.0,76,2,528.6800000000001,2,3,3,233,At Risk
14489.0,51,1,450.85,3,1,3,313,Lost
14492.0,57,1,214.11,3,1,1,311,Lost
14493.0,31,2,859.45,4,3,4,434,Loyal Customers
14494.0,169,1,114.3,1,1,1,111,Hibernating
14495.0,98,1,51.0,2,1,1,211,Lost
14496.0,17,2,1031.74,4,3,4,434,Loyal Customers
14497.0,112,1,221.69,1,1,2,112,Hibernating
14505.0,4,7,2870.53,5,5,5,555,Champions
14506.0,38,1,391.5,3,1,3,313,Lost
14507.0,88,2,407.9,2,3,3,233,At Risk
14512.0,17,3,426.35,4,4,3,443,Champions
14513.0,6,1,271.46000000000004,5,1,2,512,Recent Customers
14514.0,49,3,1621.28,3,4,5,345,Loyal Customers
14519.0,122,2,206.09,1,3,1,131,At Risk
14522.0,34,4,784.08,3,5,4,354,Loyal Customers
14525.0,5,5,1756.29,5,5,5,555,Champions
14527.0,2,38,14936.25,5,5,5,555,Champions
14530.0,16,4,823.17,4,5,4,454,Champions
14532.0,39,4,1785.1200000000001,3,5,5,355,Loyal Customers
14533.0,16,2,789.7099999999999,4,3,4,434,Loyal Customers
14534.0,72,1,371.7,2,1,2,212,Lost
14535.0,19,3,1975.28,4,4,5,445,Champions
14537.0,61,1,285.84000000000003,3,1,2,312,Lost
14538.0,121,1,452.6,1,1,3,113,Hibernating
14540.0,114,4,1143.91,1,5,4,154,Cannot Lose Them
14541.0,33,4,634.58,3,5,3,353,Loyal Customers
14543.0,27,8,4024.15,4,5,5,455,Champions
14545.0,112,1,349.25,1,1,2,112,Hibernating
14546.0,109,2,1032.64,1,3,4,134,At Risk
14548.0,9,6,1648.29,5,5,5,555,Champions
14549.0,32,2,510.31,4,3,3,433,Loyal Customers
14551.0,120,1,148.85,1,1,1,111,Hibernating
14552.0,30,1,173.72,4,1,1,411,Lost
14555.0,9,2,750.04,5,3,4,534,Loyal Customers
14556.0,34,3,835.34,3,4,4,344,Loyal Customers
14558.0,93,3,655.5,2,4,3,243,Cannot Lose Them
14560.0,3,13,2855.13,5,5,5,555,Champions
14562.0,48,4,645.07,3,5,3,353,Loyal Customers
14563.0,31,1,529.79,4,1,3,413,Lost
14564.0,174,1,989.18,1,1,4,114,Hibernating
14569.0,42,1,183.45,3,1,1,311,Lost
14572.0,59,1,379.04,3,1,2,312,Lost
14573.0,138,1,236.8,1,1,2,112,Hibernating
14574.0,171,1,143.70000000000002,1,1,1,111,Hibernating
14577.0,120,2,323.74,1,3,2,132,At Risk
14583.0,59,1,256.83,3,1,2,312,Lost
14584.0,68,2,393.21,2,3,3,233,At Risk
14588.0,16,1,135.39,4,1,1,411,Lost
14590.0,16,13,2031.72,4,5,5,455,Champions
14593.0,85,5,1208.0,2,5,4,254,Cannot Lose Them
14595.0,126,1,202.35,1,1,1,111,Hibernating
14596.0,65,1,229.47,2,1,2,212,Lost
14598.0,8,1,162.07,5,1,1,511,Recent Customers
14602.0,94,1,205.35999999999999,2,1,1,211,Lost
14604.0,72,1,143.85999999999999,2,1,1,211,Lost
14605.0,35,3,589.96,3,4,3,343,Loyal Customers
14606.0,1,45,8815.22,5,5,5,555,Champions
14607.0,5,6,7034.93,5,5,5,555,Champions
14608.0,3,3,650.39,5,4,3,543,Champions
14609.0,22,2,168.48000000000002,4,3,1,431,Loyal Customers
14611.0,37,1,291.4,3,1,2,312,Lost
14613.0,119,1,76.32000000000001,1,1,1,111,Hibernating
14621.0,122,1,518.35,1,1,3,113,Hibernating
14623.0,34,2,375.83,3,3,2,332,Loyal Customers
14624.0,43,1,250.53,3,1,2,312,Lost
14625.0,30,3,1368.42,4,4,5,445,Champions
